Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y
151-962,14,151-962PL2,Absent,5525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,1,7
151-962,14,151-962PL1,Present,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,32,0,Unicorn_Present,1,7
151-962,15,151-962PL1,Absent,16432,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,18,0,21,0,17,0,16,0,19,0,0,20,6,0,0,0,0,22,13,0,14,0,0,15,0,5,0,12,27,28,0,0,23,0,4,29,11,0,7,0,24,25,30,26,10,0,0,0,0,0,1,31,32,9,0,8,2,0,0,3,33,35,34,0,15,17,Unicorn_Absent,-1,-1
151-962,15,151-962PL2,Absent,18031,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,26,0,27,0,0,0,0,25,0,12,0,29,0,13,24,11,0,0,0,23,0,14,10,0,0,7,6,22,30,0,0,0,8,0,0,21,0,0,0,9,1,0,20,4,31,15,37,38,19,0,0,3,32,0,36,35,39,33,0,0,17,0,15,17,Unicorn_Absent,-1,-1
151-962,16,151-962PL1,Present,11765,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,26,0,0,0,0,0,0,0,0,0,25,0,24,0,4,0,0,5,0,23,0,0,22,0,6,0,16,17,18,20,21,0,0,0,1,0,2,0,0,0,15,14,0,13,0,3,0,0,7,11,0,0,12,0,0,0,10,0,8,0,9,0,19,24,8,Unicorn_Present,3,1
151-962,16,151-962PL2,Present,13349,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,21,20,19,0,0,0,0,0,0,22,18,0,17,0,0,0,0,0,23,5,16,15,4,0,0,6,24,0,3,0,0,0,0,7,0,0,2,0,11,10,0,0,0,0,12,0,0,0,0,8,0,1,0,0,9,0,0,0,0,0,13,14,0,0,24,8,Unicorn_Present,3,1
151-962,17,151-962PL2,Absent,14231,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,0,17,3,0,8,6,0,18,2,0,0,0,0,0,1,19,0,21,0,0,7,0,0,0,0,12,0,0,16,15,0,14,13,0,0,-77,13,Unicorn_Present,6,0
151-962,17,151-962PL1,Absent,12708,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,21,0,0,0,20,22,7,0,0,18,0,19,0,0,23,8,33,32,5,30,0,4,24,0,9,31,0,29,0,17,25,16,0,0,12,0,0,26,13,0,15,0,0,0,10,1,27,0,0,2,0,11,0,28,0,14,0,3,0,0,0,-77,13,Unicorn_Present,6,0
151-962,18,151-962PL1,Absent,14137,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,35,34,33,32,31,0,0,30,24,36,0,26,27,28,0,0,39,38,37,15,23,0,21,20,41,16,40,17,0,18,0,19,0,11,14,10,0,9,0,8,0,42,13,0,4,46,0,47,6,0,5,0,43,45,3,7,0,0,1,0,0,44,2,0,10,22,Unicorn_Absent,-1,-1
151-962,18,151-962PL2,Absent,15898,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,23,0,0,0,0,16,0,0,0,0,0,15,37,0,0,24,25,22,0,0,36,35,34,0,0,26,27,8,0,0,0,0,13,1,0,21,9,18,33,0,0,0,28,0,0,19,3,12,0,2,0,29,30,32,0,0,0,0,0,11,10,31,0,10,22,Unicorn_Absent,-1,-1
151-962,19,151-962PL1,Absent,17979,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,19,0,0,20,0,0,21,0,18,0,17,0,45,16,0,0,0,13,0,44,0,15,0,12,11,42,7,43,6,0,22,38,39,37,8,29,30,28,0,40,4,35,9,31,5,0,0,41,34,0,10,3,33,26,23,0,1,0,2,25,32,24,0,7,25,Unicorn_Absent,-1,-1
151-962,19,151-962PL2,Absent,19990,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,3,0,0,22,0,35,34,33,0,0,24,0,21,8,0,32,25,0,20,0,0,0,36,0,19,26,11,0,0,7,18,38,6,27,0,12,0,0,0,31,41,28,0,13,0,0,17,0,1,42,29,14,0,0,16,0,39,30,15,0,0,7,25,Unicorn_Absent,-1,-1
151-962,20,151-962PL1,Absent,19194,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,21,15,0,0,0,0,0,20,22,19,0,0,16,17,0,24,23,11,0,10,0,0,18,0,12,0,25,0,0,8,0,14,38,39,7,26,0,0,9,0,13,6,0,0,27,4,0,36,35,34,5,29,28,33,32,37,1,0,2,30,31,3,0,14,18,Unicorn_Absent,-1,-1
151-962,20,151-962PL2,Absent,19124,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,34,33,32,0,0,31,0,21,0,0,23,0,0,0,0,0,10,11,0,0,0,0,18,8,9,12,24,0,0,0,30,7,14,13,25,0,5,6,0,15,0,16,26,0,4,1,0,17,0,29,28,0,2,3,0,0,0,0,0,0,14,18,Unicorn_Absent,-1,-1
151-962,21,151-962PL1,Present,14075,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,22,0,20,0,19,0,18,0,23,21,0,0,0,14,0,0,0,0,5,0,13,0,15,17,0,24,12,38,0,4,0,16,26,0,0,6,32,33,37,0,27,10,39,9,35,36,7,0,0,1,41,29,34,0,43,0,28,3,42,40,2,0,8,0,14,18,Unicorn_Present,2,7
151-962,21,151-962PL2,Present,15887,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,16,0,0,0,17,0,0,0,6,0,5,22,0,0,21,0,29,15,0,3,13,0,0,0,0,0,14,0,0,0,20,8,28,2,0,23,12,0,0,0,27,9,0,24,0,0,0,30,1,0,0,25,10,0,0,31,0,26,0,0,11,0,14,18,Unicorn_Present,2,7
151-962,22,151-962PL2,Absent,14598,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,9,0,0,0,0,0,0,26,0,24,0,22,8,7,0,27,0,25,0,21,0,6,0,0,10,0,2,0,20,0,0,11,0,1,0,3,19,0,5,0,0,29,28,0,4,18,0,12,0,0,14,0,0,0,17,0,0,13,0,15,0,0,16,15,17,Unicorn_Absent,-1,-1
151-962,22,151-962PL1,Absent,13138,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,45,43,0,42,40,39,38,0,33,34,0,35,0,36,37,0,32,0,31,30,0,27,0,0,26,28,0,29,24,23,0,18,0,19,0,20,0,22,0,11,0,12,13,15,3,0,0,0,5,4,9,8,0,6,7,0,1,0,0,2,0,0,0,15,17,Unicorn_Absent,-1,-1
151-962,23,151-962PL1,Absent,18230,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,39,38,37,36,0,34,33,32,25,0,26,27,28,29,30,31,24,23,22,0,0,21,0,20,41,0,18,0,19,0,0,0,0,17,16,47,46,15,0,14,6,42,0,7,48,8,10,0,43,5,0,4,0,3,0,11,44,1,0,2,0,0,13,12,12,20,Unicorn_Absent,-1,-1
151-962,23,151-962PL2,Absent,19854,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0,0,0,0,0,34,14,0,0,0,0,0,0,33,32,0,0,0,0,3,0,35,31,0,0,0,2,4,0,36,30,0,0,0,0,0,0,8,29,0,0,1,0,6,0,7,28,21,22,11,23,24,25,26,27,12,20,19,9,18,17,16,15,12,20,Unicorn_Absent,-1,-1
151-962,24,151-962PL2,Absent,15007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,22,0,20,0,4,0,0,0,7,24,27,28,0,9,0,0,1,25,26,8,0,0,0,15,14,12,18,3,0,0,0,0,16,17,0,0,11,10,0,0,13,0,0,0,0,0,0,-76,12,Unicorn_Present,6,0
151-962,24,151-962PL1,Absent,12121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,26,0,22,0,23,20,0,0,27,0,0,7,0,0,19,0,0,8,9,10,6,0,0,5,28,0,1,15,0,16,0,4,0,0,14,11,2,0,17,0,29,13,0,12,0,18,0,3,30,-76,12,Unicorn_Present,6,0
151-962,25,151-962PL1,Present,10456,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,5,0,6,0,0,7,9,0,0,4,0,0,0,0,0,10,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,32,0,0,0,27,28,0,29,30,31,11,26,18,19,0,20,16,15,12,25,24,23,22,21,0,14,13,30,2,Unicorn_Present,6,1
151-962,25,151-962PL2,Present,10277,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,10,0,0,0,5,0,3,0,0,0,0,0,0,0,2,0,0,9,0,0,0,6,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,2,Unicorn_Present,6,1
151-962,26,151-962PL2,Absent,13670,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,22,23,0,0,10,0,19,20,11,17,0,9,0,5,0,4,12,24,0,0,0,0,26,25,13,15,0,2,3,0,27,28,14,0,8,0,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,20,12,Unicorn_Absent,-1,-1
151-962,26,151-962PL1,Absent,13423,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,33,0,32,0,0,31,0,30,2,0,3,4,0,5,0,0,0,1,0,0,23,18,0,0,25,0,24,0,22,0,19,0,0,0,21,0,0,0,0,20,0,16,15,14,0,13,12,29,26,8,9,10,0,11,0,28,27,0,0,7,0,0,6,0,20,12,Unicorn_Absent,-1,-1
151-962,27,151-962PL2,Absent,15534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,6,0,0,1,0,0,3,8,7,0,0,31,0,0,9,10,11,0,30,0,32,0,14,13,12,0,0,0,33,0,15,17,18,0,29,28,34,0,23,20,19,0,0,0,0,0,25,24,27,18,14,Unicorn_Absent,-1,-1
151-962,27,151-962PL1,Absent,14105,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,30,0,29,0,0,28,27,0,11,34,33,32,12,26,0,0,0,10,35,36,25,0,0,31,18,0,17,16,0,0,13,0,0,9,0,15,0,14,0,0,0,0,0,19,0,0,20,5,6,7,8,2,3,0,21,0,0,1,24,0,23,22,0,18,14,Unicorn_Absent,-1,-1
151-962,28,151-962PL1,Absent,14384,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,12,11,0,10,0,9,0,8,0,0,37,0,38,0,0,0,13,0,36,7,0,5,0,0,0,0,35,34,0,33,0,4,14,0,20,21,19,15,2,32,3,22,23,16,17,18,31,30,0,0,24,25,26,0,27,28,29,9,23,Unicorn_Absent,-1,-1
151-962,28,151-962PL2,Absent,15430,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,29,0,30,0,0,0,15,28,14,0,10,31,0,0,9,0,0,13,0,0,0,0,16,27,0,12,11,17,32,8,0,1,0,23,0,4,33,0,26,0,24,22,0,18,34,0,0,0,6,5,21,19,35,0,7,0,39,0,37,36,0,9,23,Unicorn_Absent,-1,-1
151-962,29,151-962PL1,Absent,9166,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,22,0,21,20,0,19,0,18,0,23,0,0,0,24,0,17,0,0,1,26,25,2,0,16,0,6,28,27,0,0,0,0,5,0,0,7,0,0,15,0,0,0,8,0,0,14,13,3,9,0,0,0,4,0,0,0,0,10,0,0,11,0,0,12,-75,11,Unicorn_Present,5,6
151-962,29,151-962PL2,Absent,11188,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,17,8,6,5,0,0,4,0,0,9,0,0,18,0,0,16,0,0,0,12,0,0,1,0,0,10,0,0,19,0,0,15,0,0,11,13,0,0,0,0,14,0,0,0,-75,11,Unicorn_Present,5,6
151-962,30,151-962PL1,Absent,17284,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,26,25,27,28,24,0,23,37,30,29,1,2,0,35,22,38,31,0,33,34,21,0,36,39,18,0,19,0,20,3,0,42,17,0,16,15,0,0,0,41,0,0,10,14,13,0,4,44,0,9,0,11,12,0,0,43,45,0,0,7,0,6,0,0,14,18,Unicorn_Absent,-1,-1
151-962,30,151-962PL2,Absent,18109,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,21,0,22,0,0,0,0,0,20,0,0,23,0,0,7,0,19,0,2,0,24,0,33,32,18,10,0,26,0,0,34,31,0,11,6,42,5,0,35,30,0,17,41,0,0,0,36,0,1,29,39,40,14,0,0,37,0,38,0,0,0,13,14,18,Unicorn_Absent,-1,-1
151-962,31,151-962PL2,Absent,16319,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,28,0,0,0,0,0,0,29,0,26,0,3,0,16,17,0,0,8,0,2,14,20,21,30,0,31,0,0,13,22,18,9,10,0,25,0,5,0,4,0,0,32,0,0,23,0,0,0,1,0,33,12,0,24,0,0,36,0,35,0,34,0,0,16,16,Unicorn_Absent,-1,-1
151-962,31,151-962PL1,Absent,15126,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,20,21,0,22,0,0,0,0,19,0,18,23,24,0,0,26,27,0,25,31,0,12,0,0,28,8,0,30,29,0,32,9,0,10,11,7,0,0,13,1,0,0,0,0,33,34,0,0,5,0,6,2,0,0,14,0,4,3,0,0,16,0,15,16,16,Unicorn_Absent,-1,-1
151-962,32,151-962PL1,Absent,14376,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,26,0,27,28,29,0,31,24,23,22,0,21,20,19,0,0,0,18,0,0,40,0,32,4,0,0,15,14,0,39,0,0,0,3,0,0,13,41,38,0,9,10,5,0,0,43,34,7,0,6,11,0,12,44,35,0,1,0,0,0,45,37,36,15,17,Unicorn_Absent,-1,-1
